Student ID,Name,Gender,Age,Department,Semester,Attendance (%),Internal Marks,Midterm Marks,Final Exam Marks,Total Marks,GPA,Result,Backlogs,Scholarship,Hostel Resident,Extra Curricular Score,Parental Income (USD),Internet Access,Study Hours per Day
STD03579,Student_3579,Female,20,CSE,4,91.65,26,20,39,85,2.5,Fail,2,No,No,79.3,6012.73,Yes,2.29
STD03580,Student_3580,Male,17,BBA,8,67.82,27,39,30,96,3.0,Fail,2,No,Yes,66.25,5562.03,Yes,3.73
STD03581,Student_3581,Male,21,Textile,1,98.61,17,37,34,88,2.5,Fail,1,Yes,No,71.8,5732.23,Yes,1.34
STD03582,Student_3582,Male,17,BBA,3,93.0,18,28,63,109,3.3,Pass,0,No,Yes,41.8,3810.82,Yes,2.84
STD03583,Student_3583,Female,17,CE,5,63.31,24,36,37,97,3.0,Pass,0,No,No,51.38,6835.18,Yes,0.5
STD03584,Student_3584,Female,20,Textile,1,77.68,22,38,43,103,3.0,Fail,1,No,No,24.07,6443.75,Yes,1.91
STD03585,Student_3585,Male,22,EEE,4,97.46,14,42,66,122,3.7,Pass,0,No,Yes,73.19,5277.27,Yes,2.04
STD03586,Student_3586,Male,19,EEE,7,82.7,10,36,46,92,3.0,Fail,2,No,No,48.98,4877.08,Yes,1.46
STD03587,Student_3587,Male,23,CSE,2,84.65,21,32,51,104,3.0,Fail,2,No,Yes,40.92,2452.39,Yes,1.82
STD03588,Student_3588,Female,19,BBA,2,99.06,10,20,30,60,2.0,Fail,1,No,No,66.22,5990.34,Yes,2.79
STD03589,Student_3589,Male,19,ME,6,79.07,26,32,68,126,3.7,Pass,0,No,Yes,83.28,7457.59,Yes,3.89
STD03590,Student_3590,Female,17,CSE,3,63.55,11,25,41,77,2.5,Pass,0,No,Yes,73.44,6695.23,Yes,1.44
STD03591,Student_3591,Male,20,Textile,8,98.82,16,31,59,106,3.3,Fail,1,No,No,61.87,3992.22,Yes,3.08
STD03592,Student_3592,Male,24,CSE,8,80.63,12,25,58,95,3.0,Fail,2,Yes,Yes,38.87,5592.73,Yes,2.72
STD03593,Student_3593,Male,23,CE,3,84.73,27,23,45,95,3.0,Pass,0,No,Yes,59.56,5048.45,Yes,4.37
STD03594,Student_3594,Male,19,Textile,4,83.05,23,29,31,83,2.5,Fail,2,Yes,Yes,66.41,8038.07,No,3.2
STD03595,Student_3595,Male,18,ME,3,80.15,19,22,44,85,2.5,Fail,2,No,No,49.97,7179.03,Yes,3.33
STD03596,Student_3596,Male,18,BBA,3,76.37,16,45,37,98,3.0,Fail,1,No,No,74.13,4788.4,Yes,0.5
STD03597,Student_3597,Female,18,Textile,2,83.2,23,35,35,93,3.0,Fail,1,No,No,40.27,4541.09,Yes,3.43
STD03598,Student_3598,Male,21,BBA,6,75.44,12,20,67,99,3.0,Fail,2,No,Yes,35.02,3497.08,Yes,2.44
STD03599,Student_3599,Female,20,BBA,5,98.71,20,27,34,81,2.5,Fail,2,No,Yes,43.55,7210.36,Yes,1.44
STD03600,Student_3600,Male,17,CSE,7,97.16,24,27,43,94,3.0,Pass,0,Yes,No,46.88,4545.3,Yes,3.59
STD03601,Student_3601,Male,17,CE,2,90.53,28,42,33,103,3.0,Fail,2,No,No,68.0,6241.96,Yes,0.5
STD03602,Student_3602,Female,20,CSE,6,90.21,21,39,32,92,3.0,Fail,2,Yes,No,86.69,5766.46,Yes,3.42
STD03603,Student_3603,Male,22,EEE,2,68.01,14,48,61,123,3.7,Fail,2,No,No,78.48,5461.05,Yes,4.42
STD03604,Student_3604,Female,24,EEE,4,96.31,18,21,53,92,3.0,Pass,0,Yes,No,46.32,3886.69,Yes,3.02
STD03605,Student_3605,Female,23,BBA,6,80.51,16,26,53,95,3.0,Fail,2,No,No,44.3,4507.36,Yes,2.52
STD03606,Student_3606,Male,22,CE,8,98.5,24,27,59,110,3.3,Fail,2,No,No,45.82,6294.31,Yes,4.11
STD03607,Student_3607,Female,24,Textile,6,100.0,10,47,41,98,3.0,Fail,1,No,No,49.62,3436.67,Yes,5.48
STD03608,Student_3608,Female,21,BBA,4,82.58,10,48,54,112,3.3,Pass,0,No,No,77.97,3976.36,Yes,1.03
STD03609,Student_3609,Male,20,Textile,8,62.57,15,40,47,102,3.0,Fail,2,Yes,No,85.3,3538.32,Yes,2.92
STD03610,Student_3610,Female,22,BBA,6,87.31,14,44,47,105,3.3,Fail,2,Yes,Yes,85.01,4948.43,Yes,4.22
STD03611,Student_3611,Male,23,CSE,7,73.43,20,45,58,123,3.7,Pass,0,No,Yes,72.13,4361.91,Yes,1.04
STD03612,Student_3612,Male,21,BBA,5,79.0,20,27,50,97,3.0,Pass,0,No,No,68.01,3258.23,Yes,5.45
STD03613,Student_3613,Male,19,BBA,1,82.89,23,49,31,103,3.0,Fail,1,No,No,80.35,6300.61,Yes,1.8
STD03614,Student_3614,Male,19,CE,3,94.48,17,48,61,126,3.7,Fail,2,Yes,Yes,59.93,3787.34,No,4.09
STD03615,Student_3615,Female,21,CE,6,89.5,23,39,59,121,3.7,Fail,1,No,No,58.4,5121.27,Yes,1.31
STD03616,Student_3616,Male,24,Textile,3,100.0,18,45,57,120,3.7,Fail,1,Yes,No,63.55,2664.38,Yes,1.15
STD03617,Student_3617,Male,20,CE,2,77.06,20,44,54,118,3.3,Fail,2,No,Yes,47.04,1723.31,No,3.64
STD03618,Student_3618,Female,19,BBA,2,96.27,20,20,68,108,3.3,Fail,1,No,No,72.97,3617.11,Yes,2.28
STD03619,Student_3619,Male,20,CE,6,92.75,29,47,58,134,3.7,Fail,1,No,No,41.63,1112.45,Yes,2.14
STD03620,Student_3620,Male,22,CE,6,91.73,25,49,37,111,3.3,Pass,0,No,Yes,55.25,7799.76,Yes,2.52
STD03621,Student_3621,Female,19,ME,6,96.12,21,32,60,113,3.3,Pass,0,No,No,92.98,7802.46,Yes,2.63
STD03622,Student_3622,Female,23,ME,7,93.29,16,28,31,75,2.5,Fail,2,Yes,No,85.77,4853.71,Yes,5.59
STD03623,Student_3623,Female,23,EEE,7,68.83,12,36,47,95,3.0,Fail,2,Yes,No,66.75,6853.63,Yes,3.9
STD03624,Student_3624,Female,22,CSE,5,79.22,21,40,50,111,3.3,Fail,2,No,No,32.72,1114.67,Yes,4.04
STD03625,Student_3625,Female,23,CSE,6,94.75,15,48,66,129,3.7,Fail,1,Yes,Yes,53.06,5020.3,Yes,5.8
STD03626,Student_3626,Female,20,CE,7,89.84,28,40,67,135,4.0,Fail,1,Yes,No,78.15,8137.4,Yes,5.53
STD03627,Student_3627,Female,24,EEE,3,95.39,13,27,51,91,3.0,Fail,1,No,Yes,71.24,6440.99,Yes,2.6
STD03628,Student_3628,Male,20,EEE,2,87.04,19,30,59,108,3.3,Pass,0,No,No,56.47,5012.72,Yes,2.69
STD03629,Student_3629,Female,24,Textile,2,79.69,17,46,48,111,3.3,Pass,0,Yes,No,85.04,3526.47,Yes,3.38
STD03630,Student_3630,Female,23,ME,7,76.79,19,24,50,93,3.0,Pass,0,No,No,59.41,6335.99,Yes,3.2
STD03631,Student_3631,Female,18,EEE,6,68.54,25,32,43,100,3.0,Fail,2,No,No,59.9,9800.23,No,4.48
STD03632,Student_3632,Male,21,BBA,4,90.27,20,31,42,93,3.0,Fail,1,No,No,78.21,4566.33,No,5.63
STD03633,Student_3633,Male,24,Textile,7,70.53,13,27,64,104,3.0,Fail,1,No,No,63.41,7187.17,Yes,3.52
STD03634,Student_3634,Female,17,CE,1,85.01,22,20,48,90,3.0,Fail,2,No,Yes,64.31,1125.65,Yes,2.01
STD03635,Student_3635,Female,21,BBA,6,83.85,29,45,33,107,3.3,Fail,1,No,No,41.57,5619.81,Yes,2.94
STD03636,Student_3636,Female,23,CSE,8,96.14,12,49,50,111,3.3,Fail,1,No,No,48.09,3648.01,Yes,3.82
STD03637,Student_3637,Male,20,ME,5,100.0,12,22,53,87,2.5,Fail,2,Yes,No,59.64,9873.42,No,2.04
STD03638,Student_3638,Male,24,BBA,1,81.12,26,35,42,103,3.0,Fail,1,No,Yes,100.0,3005.66,Yes,5.81
STD03639,Student_3639,Female,20,CE,1,90.25,16,42,51,109,3.3,Pass,0,No,No,42.98,6269.02,Yes,4.05
STD03640,Student_3640,Male,21,BBA,6,84.98,20,25,52,97,3.0,Fail,1,No,Yes,41.89,8317.28,Yes,4.16
STD03641,Student_3641,Female,24,BBA,5,76.04,13,30,46,89,2.5,Fail,1,Yes,Yes,61.2,3397.31,Yes,3.83
STD03642,Student_3642,Male,20,EEE,7,96.82,25,24,49,98,3.0,Pass,0,No,Yes,97.88,6645.28,No,2.87
STD03643,Student_3643,Male,22,ME,3,89.0,16,26,61,103,3.0,Pass,0,No,No,86.11,9613.86,Yes,1.18
STD03644,Student_3644,Female,19,CSE,6,90.89,25,34,69,128,3.7,Fail,2,No,No,47.46,6692.5,Yes,0.84
STD03645,Student_3645,Female,20,CE,2,93.98,27,32,44,103,3.0,Pass,0,No,No,48.73,7189.39,Yes,1.56
STD03646,Student_3646,Female,24,Textile,5,94.05,21,24,40,85,2.5,Fail,1,No,No,65.84,6705.31,Yes,2.32
STD03647,Student_3647,Female,23,Textile,2,83.35,18,26,66,110,3.3,Pass,0,Yes,No,50.8,4538.31,Yes,2.33
STD03648,Student_3648,Male,23,CE,7,95.5,19,45,69,133,3.7,Fail,1,No,No,95.43,6820.94,Yes,2.94
STD03649,Student_3649,Male,21,CSE,7,83.38,13,38,33,84,2.5,Fail,1,No,Yes,70.11,9297.27,No,4.07
STD03650,Student_3650,Male,21,CE,7,72.96,15,25,67,107,3.3,Fail,2,No,Yes,37.7,3423.7,Yes,4.64
STD03651,Student_3651,Female,21,EEE,6,89.98,28,37,46,111,3.3,Fail,2,No,No,53.74,3972.33,Yes,3.48
STD03652,Student_3652,Male,23,Textile,7,98.55,27,20,58,105,3.3,Fail,1,No,No,69.03,3418.38,Yes,4.27
STD03653,Student_3653,Female,18,Textile,6,78.32,21,37,67,125,3.7,Pass,0,No,No,71.15,3137.99,Yes,2.62
STD03654,Student_3654,Male,24,BBA,4,69.19,27,39,44,110,3.3,Fail,1,No,No,62.26,5190.64,Yes,4.19
STD03655,Student_3655,Female,23,EEE,1,86.26,12,30,57,99,3.0,Fail,1,Yes,No,54.35,7393.42,Yes,2.79
STD03656,Student_3656,Female,22,Textile,4,74.53,27,29,52,108,3.3,Fail,2,Yes,No,77.15,1190.86,Yes,1.67
STD03657,Student_3657,Male,23,EEE,7,79.32,11,25,32,68,2.0,Fail,2,No,No,89.0,4248.93,Yes,1.14
STD03658,Student_3658,Female,22,EEE,1,85.94,28,46,50,124,3.7,Fail,2,No,No,75.83,5779.59,Yes,2.18
STD03659,Student_3659,Female,23,CSE,7,55.38,26,24,58,108,3.3,Fail,2,No,No,60.65,10054.4,Yes,4.74
STD03660,Student_3660,Male,23,Textile,7,80.43,20,43,45,108,3.3,Fail,2,No,Yes,38.26,7647.33,Yes,1.76
STD03661,Student_3661,Female,18,ME,8,81.16,22,21,53,96,3.0,Fail,1,Yes,No,57.38,5379.04,Yes,4.69
STD03662,Student_3662,Female,22,CSE,3,100.0,18,35,61,114,3.3,Fail,2,Yes,No,30.62,6864.73,Yes,4.38
STD03663,Student_3663,Female,18,CSE,5,83.44,26,22,60,108,3.3,Fail,1,No,No,66.7,5784.5,Yes,3.49
STD03664,Student_3664,Male,22,EEE,3,100.0,22,21,63,106,3.3,Fail,1,No,Yes,71.94,2419.64,Yes,3.34
STD03665,Student_3665,Male,18,ME,1,97.36,22,29,50,101,3.0,Pass,0,No,No,76.68,3568.84,Yes,3.45
STD03666,Student_3666,Female,18,CSE,8,89.48,11,21,42,74,2.0,Fail,1,Yes,No,83.04,1000.0,Yes,2.38
STD03667,Student_3667,Male,22,ME,6,88.58,26,39,54,119,3.3,Fail,1,Yes,Yes,63.19,6278.31,Yes,3.2
STD03668,Student_3668,Female,18,Textile,7,88.25,14,31,35,80,2.5,Fail,1,No,No,82.07,3096.65,No,6.08
STD03669,Student_3669,Female,23,EEE,4,86.35,23,21,51,95,3.0,Pass,0,Yes,No,50.67,3848.4,Yes,3.27
STD03670,Student_3670,Female,22,CSE,7,70.19,26,34,44,104,3.0,Fail,1,No,No,59.65,3015.25,Yes,5.19
STD03671,Student_3671,Female,18,ME,1,88.48,15,37,47,99,3.0,Pass,0,Yes,No,91.52,4954.5,Yes,2.85
STD03672,Student_3672,Female,23,CE,7,85.95,18,22,60,100,3.0,Fail,2,No,No,66.92,5280.41,Yes,4.43
STD03673,Student_3673,Male,23,CSE,6,87.1,21,48,40,109,3.3,Fail,2,Yes,No,75.95,4875.37,Yes,5.77
STD03674,Student_3674,Female,21,CSE,3,100.0,29,20,54,103,3.0,Fail,2,No,No,86.51,7680.69,Yes,1.61
STD03675,Student_3675,Male,17,CSE,6,82.93,21,24,54,99,3.0,Fail,2,No,Yes,53.95,3978.97,Yes,0.93
STD03676,Student_3676,Male,22,ME,6,74.35,16,30,47,93,3.0,Fail,2,No,No,68.55,6694.77,Yes,3.6
STD03677,Student_3677,Female,18,BBA,3,79.39,27,39,64,130,3.7,Fail,1,No,No,93.09,10628.18,Yes,4.62
STD03678,Student_3678,Female,21,Textile,4,93.35,29,30,43,102,3.0,Fail,2,No,Yes,100.0,6449.08,Yes,2.93
STD03679,Student_3679,Male,17,CSE,7,87.84,14,46,49,109,3.3,Pass,0,Yes,No,55.77,5627.95,No,2.32
STD03680,Student_3680,Male,24,CE,6,85.46,20,20,66,106,3.3,Pass,0,No,Yes,40.62,3405.8,No,2.78
STD03681,Student_3681,Male,24,CE,4,71.27,23,41,63,127,3.7,Fail,1,No,No,80.65,4903.2,Yes,3.23
STD03682,Student_3682,Female,18,EEE,6,96.98,16,26,68,110,3.3,Fail,2,Yes,Yes,37.69,8015.51,Yes,3.48
STD03683,Student_3683,Male,24,BBA,6,78.88,20,32,55,107,3.3,Fail,2,No,Yes,75.47,5549.65,Yes,0.76
STD03684,Student_3684,Female,17,BBA,3,88.61,11,23,69,103,3.0,Fail,2,No,Yes,52.44,5761.44,Yes,0.5
STD03685,Student_3685,Female,22,ME,1,84.0,26,38,49,113,3.3,Fail,1,No,Yes,59.61,4207.73,Yes,4.47
STD03686,Student_3686,Female,23,EEE,7,69.12,24,44,37,105,3.3,Fail,2,Yes,Yes,62.26,6948.55,Yes,6.09
STD03687,Student_3687,Male,23,ME,1,88.7,10,30,52,92,3.0,Fail,1,No,No,77.72,2067.69,Yes,0.5
STD03688,Student_3688,Female,17,EEE,5,73.02,22,22,64,108,3.3,Fail,1,No,Yes,100.0,5262.78,Yes,0.8
STD03689,Student_3689,Female,24,Textile,3,88.36,15,40,41,96,3.0,Fail,1,No,No,100.0,2861.21,Yes,3.72
STD03690,Student_3690,Female,23,BBA,5,79.76,11,24,32,67,2.0,Fail,0,No,No,53.18,5959.34,Yes,3.95
STD03691,Student_3691,Female,24,Textile,6,83.08,11,26,36,73,2.0,Fail,0,No,No,58.97,1655.39,Yes,3.58
STD03692,Student_3692,Female,19,ME,8,92.1,29,20,66,115,3.3,Fail,2,No,No,52.98,7473.23,Yes,1.93
STD03693,Student_3693,Male,20,EEE,3,72.38,19,30,49,98,3.0,Fail,2,No,No,53.26,4325.62,Yes,1.2
STD03694,Student_3694,Female,23,BBA,5,100.0,27,22,53,102,3.0,Fail,1,No,Yes,59.72,4062.54,Yes,5.4
STD03695,Student_3695,Female,19,BBA,2,76.54,21,38,54,113,3.3,Fail,1,No,No,62.72,2792.73,Yes,0.5
STD03696,Student_3696,Male,22,CSE,8,91.98,28,34,48,110,3.3,Pass,0,No,No,37.23,4791.98,Yes,5.15
STD03697,Student_3697,Female,22,ME,1,94.02,22,45,56,123,3.7,Fail,2,No,Yes,65.75,3845.91,Yes,3.51
STD03698,Student_3698,Male,17,CSE,1,100.0,17,29,42,88,2.5,Fail,2,Yes,No,63.78,5934.47,No,5.38
STD03699,Student_3699,Female,23,BBA,2,78.31,25,43,51,119,3.3,Fail,2,No,No,56.83,7302.65,No,6.54
STD03700,Student_3700,Male,24,ME,4,77.52,20,22,65,107,3.3,Pass,0,Yes,No,43.86,6620.42,Yes,4.54
STD03701,Student_3701,Male,23,ME,8,95.97,29,26,52,107,3.3,Fail,1,Yes,No,80.0,1000.0,Yes,2.05
STD03702,Student_3702,Female,24,Textile,2,90.45,13,32,49,94,3.0,Fail,1,Yes,No,77.25,6004.49,Yes,2.91
STD03703,Student_3703,Female,24,CE,8,90.67,26,44,59,129,3.7,Fail,2,Yes,No,55.5,5768.18,Yes,3.22
STD03704,Student_3704,Female,23,EEE,7,98.98,17,43,48,108,3.3,Fail,1,No,Yes,47.27,1518.77,No,4.4
STD03705,Student_3705,Male,24,CE,8,85.96,10,25,56,91,3.0,Fail,2,No,No,63.85,6580.02,Yes,3.45
STD03706,Student_3706,Male,21,CE,1,86.81,29,49,68,146,4.0,Pass,0,No,No,41.42,7204.8,Yes,3.34
STD03707,Student_3707,Male,18,BBA,8,98.29,12,24,31,67,2.0,Fail,2,No,No,56.27,2027.09,Yes,3.63
STD03708,Student_3708,Female,20,Textile,7,86.76,22,42,69,133,3.7,Fail,2,No,No,60.26,2081.48,Yes,3.62
STD03709,Student_3709,Male,23,EEE,3,74.86,10,28,63,101,3.0,Fail,1,No,No,30.76,6502.97,Yes,0.84
STD03710,Student_3710,Male,18,CE,5,76.02,11,31,38,80,2.5,Pass,0,No,No,45.01,6572.87,Yes,3.88
STD03711,Student_3711,Female,21,CE,1,82.33,14,41,50,105,3.3,Fail,2,No,No,32.44,5759.92,Yes,4.57
STD03712,Student_3712,Male,24,ME,7,88.56,17,46,49,112,3.3,Fail,2,Yes,No,47.85,7196.92,No,2.41
STD03713,Student_3713,Male,24,BBA,2,94.58,26,46,37,109,3.3,Fail,1,No,No,53.45,3172.66,Yes,4.42
STD03714,Student_3714,Female,22,CE,3,100.0,11,37,50,98,3.0,Fail,1,No,No,57.39,1838.11,Yes,6.4
STD03715,Student_3715,Male,20,EEE,8,82.54,17,27,45,89,2.5,Fail,2,No,No,78.88,5865.94,Yes,0.59
STD03716,Student_3716,Female,19,CSE,1,70.99,20,39,30,89,2.5,Fail,1,No,No,78.42,8359.29,Yes,2.78
STD03717,Student_3717,Female,22,CSE,2,69.05,28,25,31,84,2.5,Pass,0,Yes,Yes,74.56,3160.32,Yes,2.18
STD03718,Student_3718,Female,22,BBA,7,82.86,22,49,34,105,3.3,Pass,0,No,No,22.05,1517.95,Yes,2.0
STD03719,Student_3719,Female,24,CSE,1,84.9,16,37,64,117,3.3,Fail,2,No,No,64.83,5092.28,Yes,4.05
STD03720,Student_3720,Female,17,ME,8,91.15,28,48,39,115,3.3,Pass,0,No,Yes,48.43,6948.07,No,2.4
STD03721,Student_3721,Male,21,ME,2,100.0,15,25,39,79,2.5,Fail,1,No,Yes,41.52,5441.51,Yes,0.5
STD03722,Student_3722,Male,17,EEE,6,91.18,22,37,55,114,3.3,Fail,1,No,No,73.13,6889.37,Yes,3.72
STD03723,Student_3723,Female,17,Textile,2,85.86,26,36,44,106,3.3,Fail,1,No,No,65.64,5976.41,Yes,1.25
STD03724,Student_3724,Female,18,BBA,8,95.02,29,30,68,127,3.7,Pass,0,No,Yes,64.88,5094.34,No,4.15
STD03725,Student_3725,Male,22,BBA,1,69.17,13,40,68,121,3.7,Fail,1,No,No,42.18,4777.6,Yes,2.11
STD03726,Student_3726,Female,24,CSE,3,87.5,20,23,32,75,2.5,Fail,2,No,No,84.35,3390.77,Yes,1.78
STD03727,Student_3727,Female,21,CE,1,68.73,26,46,44,116,3.3,Fail,1,No,No,90.59,5618.68,Yes,2.29
STD03728,Student_3728,Female,17,CE,8,99.08,10,48,68,126,3.7,Pass,0,No,No,36.16,4080.19,Yes,1.67
STD03729,Student_3729,Male,24,Textile,1,71.5,20,34,66,120,3.7,Fail,1,Yes,No,49.03,1472.09,No,5.5
STD03730,Student_3730,Male,24,CE,6,94.95,28,39,69,136,4.0,Pass,0,No,No,48.82,7509.72,No,2.07
STD03731,Student_3731,Female,24,Textile,3,93.12,22,36,45,103,3.0,Fail,1,No,No,55.27,2926.64,Yes,4.51
STD03732,Student_3732,Female,19,EEE,8,99.74,23,44,52,119,3.3,Fail,1,No,No,64.83,4388.46,Yes,3.64
STD03733,Student_3733,Male,20,BBA,6,75.79,25,31,48,104,3.0,Fail,1,No,No,41.14,6746.46,Yes,4.24
STD03734,Student_3734,Male,24,CSE,1,84.42,23,49,39,111,3.3,Pass,0,No,No,89.23,3462.9,Yes,0.5
STD03735,Student_3735,Female,23,EEE,6,94.83,16,30,33,79,2.5,Pass,0,No,No,84.5,5724.91,Yes,3.36
STD03736,Student_3736,Female,21,ME,5,88.47,14,27,62,103,3.0,Pass,0,Yes,Yes,45.22,5685.54,Yes,3.76
STD03737,Student_3737,Male,18,ME,5,89.91,18,36,68,122,3.7,Fail,1,No,No,41.97,2036.38,Yes,2.22
STD03738,Student_3738,Male,21,ME,8,92.38,20,24,42,86,2.5,Pass,0,No,Yes,87.05,1000.0,Yes,4.07
STD03739,Student_3739,Male,22,Textile,5,81.68,27,46,40,113,3.3,Fail,2,Yes,No,52.85,3089.76,Yes,3.82
STD03740,Student_3740,Female,18,Textile,2,75.37,18,31,37,86,2.5,Fail,1,No,Yes,41.04,6379.78,Yes,0.9
STD03741,Student_3741,Male,20,BBA,4,77.09,18,35,58,111,3.3,Fail,2,No,No,66.67,6146.57,Yes,1.58
STD03742,Student_3742,Female,24,ME,7,84.11,15,44,63,122,3.7,Fail,1,Yes,Yes,77.11,1210.83,Yes,5.25
STD03743,Student_3743,Male,19,Textile,8,77.54,29,35,66,130,3.7,Fail,2,No,Yes,43.84,8208.71,No,1.67
STD03744,Student_3744,Male,17,Textile,6,82.14,15,36,50,101,3.0,Fail,2,No,No,58.35,9899.97,Yes,4.99
STD03745,Student_3745,Male,21,CE,1,84.76,13,29,69,111,3.3,Fail,2,No,No,45.77,6473.31,Yes,2.78
STD03746,Student_3746,Male,18,Textile,8,100.0,20,29,47,96,3.0,Fail,1,No,No,90.58,6258.16,No,2.88
STD03747,Student_3747,Female,24,ME,4,74.02,11,22,58,91,3.0,Pass,0,Yes,No,40.38,1000.0,Yes,4.78
STD03748,Student_3748,Female,20,EEE,8,77.41,21,30,59,110,3.3,Pass,0,No,No,35.57,6829.4,Yes,1.82
STD03749,Student_3749,Male,17,ME,6,84.58,17,47,46,110,3.3,Fail,1,No,No,60.91,6330.47,Yes,1.97
STD03750,Student_3750,Female,23,CE,5,74.7,22,31,52,105,3.3,Fail,2,No,No,50.61,5855.64,Yes,3.61
STD03751,Student_3751,Male,20,ME,7,54.57,13,39,35,87,2.5,Fail,2,No,Yes,73.4,4317.33,Yes,4.59
STD03752,Student_3752,Male,19,CSE,3,78.84,18,21,56,95,3.0,Fail,1,No,No,70.94,5267.4,Yes,2.79
STD03753,Student_3753,Male,17,CE,5,82.38,25,28,64,117,3.3,Pass,0,No,No,11.0,4747.34,Yes,4.26
STD03754,Student_3754,Male,17,BBA,7,86.82,11,20,66,97,3.0,Fail,1,No,No,87.71,6748.56,Yes,0.5
STD03755,Student_3755,Female,23,ME,1,75.31,28,23,54,105,3.3,Fail,2,No,No,81.23,6984.71,Yes,2.86
STD03756,Student_3756,Male,24,Textile,4,100.0,14,29,32,75,2.5,Fail,2,Yes,Yes,81.19,4743.65,Yes,1.94
STD03757,Student_3757,Male,17,EEE,4,92.77,29,47,69,145,4.0,Pass,0,No,Yes,73.67,5717.89,Yes,4.68
STD03758,Student_3758,Female,18,ME,6,73.92,23,32,64,119,3.3,Fail,1,No,Yes,66.5,5671.97,Yes,3.11
STD03759,Student_3759,Male,17,EEE,8,78.89,20,38,69,127,3.7,Fail,2,Yes,No,30.26,4984.43,Yes,2.51
STD03760,Student_3760,Male,20,CSE,2,78.13,12,45,33,90,3.0,Fail,1,No,No,70.04,3719.39,No,4.9
STD03761,Student_3761,Male,18,BBA,3,74.27,29,44,34,107,3.3,Pass,0,Yes,No,71.23,5832.63,Yes,2.77
STD03762,Student_3762,Female,17,Textile,7,96.48,18,48,30,96,3.0,Pass,0,Yes,No,86.78,6110.84,Yes,3.86
STD03763,Student_3763,Male,20,CE,8,74.33,14,46,60,120,3.7,Pass,0,Yes,No,71.88,4934.43,No,3.73
STD03764,Student_3764,Female,20,CE,5,86.05,27,22,38,87,2.5,Pass,0,No,No,98.47,5580.56,Yes,3.58
STD03765,Student_3765,Male,21,BBA,7,79.81,18,42,56,116,3.3,Fail,2,No,No,38.91,4249.9,No,3.06
STD03766,Student_3766,Male,20,CSE,7,83.01,18,30,67,115,3.3,Fail,1,Yes,No,100.0,4760.33,Yes,6.16
STD03767,Student_3767,Female,23,CSE,3,95.29,11,21,45,77,2.5,Fail,2,No,No,38.55,4955.26,Yes,2.26
STD03768,Student_3768,Male,22,ME,1,88.18,15,27,35,77,2.5,Fail,2,No,No,46.42,2798.52,No,2.3
STD03769,Student_3769,Male,19,CSE,8,88.64,13,21,53,87,2.5,Fail,1,No,No,76.74,3912.35,No,1.67
STD03770,Student_3770,Female,17,ME,2,88.16,10,45,54,109,3.3,Fail,1,Yes,No,55.76,8261.12,Yes,3.31
STD03771,Student_3771,Female,23,EEE,5,89.83,22,44,63,129,3.7,Pass,0,No,No,100.0,7037.51,Yes,4.5
STD03772,Student_3772,Female,17,BBA,1,74.52,14,28,64,106,3.3,Pass,0,No,Yes,61.35,5113.06,Yes,5.46
STD03773,Student_3773,Female,17,EEE,3,78.2,23,44,50,117,3.3,Fail,1,No,No,64.66,4982.95,No,2.75
STD03774,Student_3774,Female,20,EEE,2,88.7,23,32,61,116,3.3,Pass,0,Yes,No,70.75,2960.16,Yes,3.41
STD03775,Student_3775,Male,20,EEE,5,77.77,28,48,42,118,3.3,Pass,0,No,No,61.63,2926.48,Yes,5.28
STD03776,Student_3776,Female,17,EEE,3,81.48,10,41,67,118,3.3,Fail,2,No,No,72.27,1000.0,Yes,4.6
STD03777,Student_3777,Male,22,CE,5,87.74,27,42,59,128,3.7,Fail,1,Yes,Yes,33.2,2602.4,Yes,1.2
STD03778,Student_3778,Male,18,CSE,7,96.04,16,47,41,104,3.0,Fail,1,No,No,92.49,7065.07,Yes,2.89
STD03779,Student_3779,Male,18,BBA,2,93.54,26,33,62,121,3.7,Fail,1,No,No,44.66,1053.83,Yes,4.07
STD03780,Student_3780,Female,19,BBA,2,100.0,12,39,59,110,3.3,Fail,2,Yes,No,33.14,3878.82,Yes,0.58
STD03781,Student_3781,Female,21,Textile,3,86.47,10,35,52,97,3.0,Pass,0,No,No,46.84,4744.05,Yes,4.48
STD03782,Student_3782,Male,24,EEE,8,86.18,10,30,54,94,3.0,Pass,0,No,No,94.87,5577.4,Yes,1.28
STD03783,Student_3783,Female,23,BBA,5,78.38,21,35,59,115,3.3,Pass,0,No,Yes,47.9,3523.9,Yes,1.91
STD03784,Student_3784,Female,19,ME,4,90.55,22,30,61,113,3.3,Pass,0,No,No,41.4,3854.05,Yes,2.97
STD03785,Student_3785,Female,24,BBA,1,97.55,13,37,59,109,3.3,Fail,1,No,No,32.99,1885.99,No,6.15
STD03786,Student_3786,Female,17,EEE,2,79.38,24,38,57,119,3.3,Fail,1,Yes,No,40.73,3758.21,Yes,6.46
STD03787,Student_3787,Male,23,BBA,5,89.46,26,38,31,95,3.0,Fail,1,No,No,54.0,2365.94,Yes,1.93
STD03788,Student_3788,Male,17,CSE,3,96.19,15,32,39,86,2.5,Fail,1,No,No,48.38,4641.54,Yes,2.74
STD03789,Student_3789,Female,17,EEE,7,76.66,22,20,65,107,3.3,Fail,2,No,Yes,75.05,5124.89,Yes,4.49
STD03790,Student_3790,Male,21,CE,3,90.49,16,22,38,76,2.5,Fail,2,No,Yes,54.68,5467.19,Yes,2.46
